id,name,branch,website,email,description
"bg_kintex","Bulgaria — Kintex","eu_central","kintex.bg","","State defence trading and export company."
"hr_morh","Croatia — Ministry of Defence (MORH)","eu_central","morh.hr","","Croatia's defence procurement authority."
"hr_dok","Croatia — DOK-ING","eu_central","dok-ing.hr","","Unmanned ground vehicles and demining robots (~80% of the world's robotic mine-clearing machines); now in a Rheinmetall unmanned-vehicles joint venture."
"hr_hs","Croatia — HS Produkt","eu_central","hs-produkt.hr","","Firearms manufacturer — the VHS bullpup rifle and the basis of the Springfield XD/HS9 pistols; a major exporter."
"hr_djd","Croatia — Đuro Đaković","eu_central","duro-dakovic.com","","Armoured-vehicle assembly and modernisation (Bradley, Patria AMV, M-84/Degman); cooperating with KNDS."
"hr_koncar","Croatia — Končar (SKYctrl)","eu_central","koncar.hr","","Counter-UAS systems (SKYctrl), radar, sensors and jamming — a growing Croatian C-UAS integrator."
"hr_orqa","Croatia — Orqa","eu_central","orqafpv.com","","FPV drones, controllers and goggles — dual-use systems relevant to the drone fight in Ukraine."
"hr_sestan","Croatia — Šestan-Busch","eu_central","sestan-busch.com","","Ballistic protection — combat helmets, body armour and vests, exported widely."
"si_mors","Slovenia — Ministry of Defence (MORS)","eu_central","gov.si","","Slovenia's defence procurement authority; an ESSI/air-defence participant."
"si_industry","Slovenia — defence industry (GIZ-DVI)","eu_central","giz-dvi.si","","Slovenia's defence-industry cluster — vehicles, optronics and components."
"si_valhalla","Slovenia — Valhalla Turrets","eu_central","valhallaturrets.com","","Remote weapon stations and turrets (the Mangart family), including counter-UAS air-defence variants."
"al_mod","Albania — Ministry of Defence","eu_central","mod.gov.al","","Albania's defence procurement authority; NATO member since 2009."
"al_kado","Albania — KAYO / MEICO","eu_central","kayo.al","","KAYO (est. 2024) is the state defence company reviving the Gramsh, Poliçan and Mjekës plants for ammunition and vehicles; MEICO handles defence export/import."
"al_akcesk","Albania — AKCESK / AKSHI (cyber)","eu_central","cesk.gov.al","","National cybersecurity authority (AKCESK) and information-society agency (AKSHI) — Albania's cyber-defence hubs, EU-supported."
"mk_mod","North Macedonia — Ministry of Defence","eu_central","mod.gov.mk","","North Macedonia's defence procurement authority; NATO member since 2020, ~2% GDP defence spend."
"mk_eurokompozit","North Macedonia — Eurokompozit","eu_central","eurokompozit.com.mk","","Ballistic protection and composite armour — the country's principal defence manufacturer (Prilep)."
"me_mod","Montenegro — Ministry of Defence","eu_central","vojska.me","","Montenegro's defence procurement authority; NATO member since 2017, integrated into NATO air policing (Italian/Greek)."
"lu_def","Luxembourg — Directorate of Defence","eu_central","defense.gouvernement.lu","","Luxembourg's defence directorate — a major per-capita funder of multinational capability; runs a Defence Space Strategy and hosts NSPA in Capellen."
"lu_govsat","Luxembourg — GovSat / LuxGovSat","eu_central","govsat.lu","","Secure military satellite communications (GovSat-1, GovSat-2 from 2025) — a 50/50 government–SES joint venture serving Luxembourg, NATO, EU and US forces."
"lu_lsa","Luxembourg — Space Agency (LSA)","eu_central","space-agency.public.lu","","National space agency backing dual-use space capabilities and the defence-relevant space sector."
"is_lcg","Iceland — Coast Guard (defence operations)","eu_central","government.is","","Iceland has no standing army; the Coast Guard runs operational defence — the NATO Iceland Air Defence System, radar sites, Keflavík base and host-nation support."
"is_dir","Iceland — Directorate for Defence (MFA)","eu_central","government.is","","The defence authority within the Ministry for Foreign Affairs; a 2025 interagency coordination structure oversees policy, procurement and subsea-cable protection (incl. an unmanned surveillance submarine and counter-drone equipment)."
"is_cert","Iceland — CERT-IS","eu_central","cert.is","","National computer emergency response team — cyber defence and critical-infrastructure protection."
"gr_gdaeed","Greece — GDAEED / GDDIA","eu_central","mod.mil.gr","","Greek General Directorate for Defence Investments & Armaments — procurement and armaments."
"gr_eab","Greece — Hellenic Aerospace Industry (EAB/HAI)","eu_central","haicorp.com","","Greece's aerospace prime — MRO, aerostructures and systems for Boeing, Airbus, Lockheed and others."
"gr_eas","Greece — Hellenic Defence Systems (EAS)","eu_central","eas.gr","","State-owned munitions, small arms and artillery manufacturer."
"gr_intracom","Greece — Intracom Defense (IAI)","eu_central","intracomdefense.com","","Missile electronics, C4ISR and hybrid-energy systems; a subcontractor to MBDA, Diehl and Raytheon (IAI-owned since 2023)."
"gr_eodh","Greece — EODH","eu_central","eodh.com","","Advanced armour and survivability solutions for main battle tanks and armoured vehicles (ASPIS)."
"gr_theon","Greece — Theon Sensors","eu_central","theon.com","","Night-vision and electro-optical systems — a leading European exporter."
"be_dgmr","Belgium — Defence, General Directorate Material Resources (DG MR)","eu_central","mil.be","","Belgium's defence procurement and materiel directorate."
"be_cockerill","Belgium — John Cockerill Defense","eu_central","johncockerill.com","","Medium-calibre turrets and land weapon systems for armoured vehicles."
"be_fnherstal","Belgium — FN Herstal","eu_central","fnherstal.com","","World-leading small arms, integrated weapon systems and ammunition."
"be_thalesbe","Belgium — Thales Belgium","eu_central","thalesgroup.com","","Rockets, C4ISR and communications (Belgian arm of Thales)."
"be_star","Belgium — Defence, Industry & Research Strategy (STAR)","eu_central","mil.be","","National plan aligning defence spending with Belgian industry and R&D participation."
"be_sck","Belgium — SCK CEN / research base","eu_central","sckcen.be","","Nuclear research centre and dual-use science supporting defence and security."
"tr_ssb","Presidency of Defence Industries (SSB)","eu_turkey","ssb.gov.tr","","Türkiye's central authority for developing and procuring defence capability; drives the localisation (yerlilik) strategy."
"tr_baykar","Baykar","eu_turkey","baykartech.com","","Uncrewed systems leader (Bayraktar TB2/TB3, Kızılelma jet UCAV); owns Italy's Piaggio Aerospace."
"tr_tusas","Turkish Aerospace Industries (TUSAŞ/TAI)","eu_turkey","tusas.com","","National aerospace prime — KAAN fighter, HÜRJET trainer, ANKA UAS, ATAK helicopter."
"tr_aselsan","ASELSAN","eu_turkey","aselsan.com","","Electronics prime — radar, electronic warfare, electro-optics, C4ISR and crypto."
"tr_roketsan","Roketsan","eu_turkey","roketsan.com.tr","","Missiles and rockets — ATMACA, SOM, TAYFUN, air-defence effectors."
"tr_havelsan","Havelsan","eu_turkey","havelsan.com.tr","","Software, C4ISR, simulation and training systems."
"tr_stm","STM","eu_turkey","stm.com.tr","","Naval platforms, cyber and systems engineering; also a defence-tech investor."
"tr_tubitak","TÜBİTAK (SAGE / UZAY / BİLGEM)","eu_turkey","tubitak.gov.tr","","National research council — munitions (SAGE), space (UZAY) and IT/security (BİLGEM) institutes feeding defence S&T."
"tr_teknofest","TEKNOFEST / T3 Foundation","eu_turkey","teknofest.org","","National technology festival and talent pipeline; a major innovation-convening and recruitment platform."
"tr_otokar","Otokar","eu_turkey","otokar.com.tr","","Land systems — the Altay main battle tank (design), armoured vehicles and turrets."
"tr_fnss","FNSS","eu_turkey","fnss.com.tr","","Tracked and wheeled armoured combat vehicles and amphibious systems."
"tr_bmc","BMC","eu_turkey","bmc.com.tr","","Military vehicles and the Altay main battle tank series production."
"tr_nurol","Nurol Makina","eu_turkey","nurolmakina.com.tr","","Wheeled armoured vehicles (Ejder Yalçın, NMS)."
"tr_asfat","ASFAT","eu_turkey","asfat.com.tr","","State military factory and shipyard management — naval exports and MILGEM frigates."
"tr_mke","MKE","eu_turkey","mke.gov.tr","","State munitions, artillery and weapons manufacturer (Mechanical & Chemical Industry)."
"tr_tei","TEI (TUSAŞ Engine Industries)","eu_turkey","tei.com.tr","","Aero-engine design and production, including indigenous turboshaft and turbojet engines."
"ua_brave1","Brave1","eu_ukraine","brave1.gov.ua","","Ukraine's defence-tech cluster — a state platform bundling grants (UAH ~3bn in 2025), testing, codification and procurement matchmaking for innovators and military users."
"ua_brave1market","Brave1 Market","eu_ukraine","brave1.gov.ua","","Digital catalogue (from April 2025) letting military units select and pull approved defence-tech solutions directly."
"ua_dpa","Defence Procurement Agency (DPA)","eu_ukraine","mod.gov.ua","","Ukraine's central agency for procuring weapons, ammunition, UAVs and materiel for the Armed Forces."
"ua_dot","Defence Logistics Operator (DOT)","eu_ukraine","mod.gov.ua","","State operator for non-lethal acquisition; runs the DOT-Chain Defence marketplace (unified with the DPA from Jan 2026)."
"ua_dotchain","DOT-Chain Defence","eu_ukraine","mod.gov.ua","","Digital marketplace letting units buy drones and equipment directly — order-to-delivery in around 10 days."
"ua_prozorro","Prozorro","eu_ukraine","prozorro.gov.ua","","Ukraine's transparent e-procurement platform; also hosts joint allied calls (UNITE–Brave NATO)."
"ua_unite","UNITE — Brave NATO","eu_ukraine","brave1.gov.ua","","First joint Ukraine–NATO innovation grant programme (from Nov 2025), pairing Ukrainian and allied firms on C-UAS and air defence."
"ua_udi","Ukrainian Defense Industry (UkrOboronProm)","eu_ukraine","ukroboronprom.com.ua","","Ukraine's state defence-industrial group — armour, artillery, munitions, aviation and naval."
"ua_zbroyari","Zbroyari: Manufacturing Freedom","eu_ukraine","mod.gov.ua","","National programme (with the ‘Danish model’ allied funding) financing direct purchases from Ukrainian producers."
"us_dod","US Department of Defense (DoD)","b_us","defense.gov","","The US defence department (also styled the Department of War); the largest defence customer globally."
"darpa","DARPA","b_us","darpa.mil","","Defense Advanced Research Projects Agency — high-risk, breakthrough defence research and Broad Agency Announcements."
"us_diu","Defense Innovation Unit (DIU)","us_diu_grp","diu.mil","info@diu.mil","DoD's commercial-tech ‘open front door’; principal liaison to the innovation base. Runs Commercial Solutions Openings and leads Replicator."
"nsin","National Security Innovation Network (NSIN)","us_diu_grp","nsin.mil","","DIU-aligned network linking the DoD to universities and early-stage founders."
"nsic","National Security Innovation Capital (NSIC)","us_diu_grp","diu.mil","","DIU programme funding dual-use hardware start-ups where venture capital is thin."
"replicator","Replicator initiative","us_diu_grp","diu.mil","","DIU-led drive to field thousands of all-domain attritable autonomous systems within 18–24 months."
"afwerx","AFWERX","afwerx_grp","afwerx.com","","The Air & Space Force innovation arm; open challenges and SBIR/STTR, transition timelines as short as weeks."
"afventures","AFVentures","afwerx_grp","afwerx.com","","Runs the DAF SBIR/STTR programme and open-topic solicitations; matches commercial tech to missions."
"afspark","AFWERX Spark","afwerx_grp","afwerx.com","","Empowers Airmen and Guardians to solve local problems and pull in commercial tech."
"afprime","AFWERX Prime","afwerx_grp","afwerx.com","","Scales frontier capabilities (e.g. Agility Prime advanced air mobility) toward fielding."
"spacewerx","SpaceWERX","afwerx_grp","spacewerx.us","","The Space Force innovation arm within AFWERX; STRATFI/TACFI and space challenges."
"navalx","NavalX & Tech Bridges","us_service","navalx.navy.mil","","Navy agility office; a network of ~18 regional Tech Bridges connecting the fleet to industry and academia."
"nrl","Naval Research Laboratory (NRL)","us_service","nrl.navy.mil","","The Navy's corporate research laboratory."
"aal","Army Applications Laboratory (AAL)","us_service","aal.army","","The Army's problem-driven innovation and prototyping unit."
"xtech","Army xTech","us_service","xtech.army.mil","","The Army's open prize-competition programme for dual-use tech from non-traditional vendors."
"rccto","Rapid Capabilities & Critical Technologies Office (RCCTO)","us_service","army.mil","","The Army's rapid prototyping and fielding office for priority technologies (hypersonics, directed energy)."
"afc","Army Futures Command","us_service","armyfuturescommand.com","","Leads Army modernisation and concept-to-capability development."
"mcwl","Marine Corps Warfighting Laboratory","us_service","mcwl.marines.mil","","Experiments and develops future Marine Corps capability."
"sofwerx","SOFWERX","us_service","sofwerx.org","","US Special Operations Command's innovation and collaboration hub; rapid problem-solving events with non-traditional partners."
"onr","Office of Naval Research (ONR)","us_labs","onr.navy.mil","","Funds US naval science and technology and university research; issues BAAs."
"afrl","Air Force Research Laboratory (AFRL)","us_labs","afrl.af.mil","","The Air & Space Force's science and technology laboratory."
"arl","DEVCOM Army Research Laboratory (ARL)","us_labs","arl.devcom.army.mil","","The Army's foundational research laboratory."
"sco","Strategic Capabilities Office (SCO)","us_labs","cto.mil","","Re-purposes existing systems for new operational effects at speed."
"dmea","Defense Microelectronics / trusted supply","us_labs","defense.gov","","Assures trusted access to microelectronics and critical components."
"mitre","MITRE","us_ffrdc","mitre.org","","Operates multiple FFRDCs for defence, intelligence and cyber; systems engineering and advisory."
"lincoln","MIT Lincoln Laboratory","us_ffrdc","ll.mit.edu","","MIT-run FFRDC for advanced sensors, air defence, space and rapid prototyping."
"jhuapl","Johns Hopkins Applied Physics Laboratory (APL)","us_ffrdc","jhuapl.edu","","Large university-affiliated research centre for strategic systems, space and undersea."
"aerospace","The Aerospace Corporation","us_ffrdc","aerospace.org","","FFRDC for national-security space architecture and launch assurance."
"rand_us","RAND / Project AIR FORCE","us_ffrdc","rand.org","","Policy and analysis FFRDCs supporting DoD decision-making."
"ida","Institute for Defense Analyses (IDA)","us_ffrdc","ida.org","","Analytic FFRDC supporting OSD and the Joint Staff."
"sandia","Sandia / Los Alamos / Livermore Labs","us_ffrdc","energy.gov","","DOE national laboratories underpinning the nuclear enterprise and defence science."
"shieldai","Shield AI","us_dtech","shield.ai","","Autonomous flight (Hivemind) and the V-BAT uncrewed aircraft."
"mach","Mach Industries","us_dtech","machindustries.com","","Vertically-integrated munitions and energetics — distributed, low-cost precision effects."
"saildrone","Saildrone","us_dtech","saildrone.com","","Autonomous maritime surveillance vehicles for persistent ocean ISR."
"saronic","Saronic","us_dtech","saronic.com","","Autonomous surface vessels and the Port Alpha autonomous shipyard."
"skydio","Skydio","us_dtech","skydio.com","","Autonomous drones with anti-jamming for defence and public safety."
"epirus","Epirus","us_dtech","epirussystems.com","","High-power microwave directed-energy counter-drone systems (Leonidas)."
"scaleai","Scale AI","us_dtech","scale.com","","Data and AI infrastructure for defence (e.g. Defense Llama)."
"appliedintuition","Applied Intuition","us_dtech","appliedintuition.com","","Simulation and autonomy software for ground, air and space systems."
"vannevar","Vannevar Labs","us_dtech","vannevarlabs.com","","Intelligence and operational software for national security."
"hermeus","Hermeus","us_dtech","hermeus.com","","Hypersonic aircraft for defence and commercial use."
"castelion","Castelion","us_dtech","castelion.com","","Low-cost hypersonic strike weapons at production scale."
"govini","Govini","us_dtech","govini.com","","Decision-science software for defence acquisition and supply chains."
"ursa","Ursa Major","us_dtech","ursamajor.com","","Rocket and hypersonic propulsion manufacturing."
"firestorm","Firestorm Labs","us_dtech","firestorm.us","","Expeditionary additive-manufacturing and drone production."
"chaos","Chaos Industries","us_dtech","chaos.us","","Advanced sensing and detection systems."
"regent","REGENT","us_dtech","regentcraft.com","","Seagliding electric craft for maritime mobility."
"hadrian","Hadrian","us_dtech","hadrian.co","","Automated precision manufacturing for aerospace and defence."
"cdao","Chief Digital & AI Office (CDAO)","us_acq","ai.mil","","DoD's central authority for data, analytics and AI adoption; runs JADC2 experimentation."
"osc","Office of Strategic Capital (OSC)","us_acq","defense.gov","","Uses loans and guarantees to pull private capital into critical technologies."
"apfit","APFIT","us_acq","cto.mil","","Accelerate the Procurement and Fielding of Innovative Technologies — bridge funding to cross the valley of death (now permanent)."
"iqt","In-Q-Tel (IQT)","us_acq","iqt.org","","Strategic, not-for-profit investor for the US intelligence and national-security community."
"sbir","DoD SBIR/STTR","us_acq","dodsbirsttr.mil","","Small Business Innovation Research — the federal small-business R&D funding gateway."
"dib","Defense Innovation Board","us_acq","innovation.defense.gov","","Independent advice to DoD leadership on innovation and scaling non-traditional vendors."
"sda_us","Space Development Agency (SDA)","us_agencies","sda.mil","","Builds the US proliferated warfighter space architecture."
"ssc","Space Systems Command","us_agencies","ssc.spaceforce.mil","","The Space Force's acquisition command; runs the SSC Front Door for industry."
"mda","Missile Defense Agency (MDA)","us_agencies","mda.mil","","Develops US layered missile defence."
"dtra","Defense Threat Reduction Agency (DTRA)","us_agencies","dtra.mil","","Counters weapons of mass destruction and emerging threats."
"lmt_aero","Lockheed Martin Aeronautics","us_primes","lockheedmartin.com","","Combat and air-mobility aircraft — F-35, F-16, C-130 — and classified programmes."
"lmt_mfc","Missiles & Fire Control (MFC)","us_primes","lockheedmartin.com","","Air & missile defence (PAC-3, THAAD), precision fires (JASSM, LRASM)."
"lmt_rms","Rotary & Mission Systems (RMS)","us_primes","lockheedmartin.com","","Sikorsky helicopters, radars, combat and C2 systems, training."
"lmt_space","Lockheed Martin Space","us_primes","lockheedmartin.com","","Satellites, strategic missiles and space transportation."
"rtx_raytheon","Raytheon","b_us","rtx.com","","Air & missile defence (Patriot), effectors (Tomahawk, AMRAAM, Standard Missile), C4ISR."
"rtx_collins","Collins Aerospace","b_us","rtx.com","","Avionics, mission systems, connected battlespace and aftermarket."
"rtx_pw","Pratt & Whitney","b_us","rtx.com","","Military and commercial aero-engines (F135 for the F-35)."
"noc_aero","Aeronautics Systems","","northropgrumman.com","","Strike and autonomous aircraft (B-21 Raider, unmanned systems)."
"noc_space","Space Systems","","northropgrumman.com","","Strategic (Sentinel ICBM), satellites and launch."
"noc_ms","Mission Systems","","northropgrumman.com","","Radars, sensors, EW, C4ISR and networking."
"noc_ds","Defense Systems","","northropgrumman.com","","Weapons, ammunition and mission readiness/sustainment."
"gd_electricboat","Electric Boat","","gd.com","","Designs and builds US nuclear submarines (Virginia, Columbia)."
"gd_landsystems","Land Systems","","gdls.com","","Main battle tanks and combat vehicles (Abrams, Stryker)."
"gd_mission","Mission Systems","","gdmissionsystems.com","","C4ISR, secure comms and mission computing."
"gd_git","GDIT","","gdit.com","","IT and digital services to government."
"boeing_def","Boeing Defense, Space & Security","","boeing.com","","Combat aircraft, rotorcraft, satellites, weapons and autonomy."
"anduril_us","Anduril Industries","","anduril.com","","Autonomy-first defence-tech prime; the Lattice software platform and autonomous systems."
"palantir_us","Palantir Technologies","","palantir.com","","Data-integration and decision software (Gotham, Foundry) for defence and intelligence."
"airbus_air","Military Air Systems","eu_primes","airbus.com","","Combat (Eurofighter, FCAS), transport (A400M) and MRTT tankers."
"airbus_space","Space Systems","eu_primes","airbus.com","","Satellites, secure satcom and Earth observation."
"airbus_cis","Connected Intelligence","eu_primes","airbus.com","","Secure communications, ISR and mission systems."
"leo_g_helis","Helicopters","","leonardo.com","","Military and civil rotary-wing."
"leo_g_electronics","Electronics","","leonardo.com","","Radar, EW, avionics and sensors."
"leo_g_aircraft","Aircraft & Aerostructures","","leonardo.com","","Trainers, combat air work-share and structures."
"thales_dams","Defence & Mission Systems","","thalesgroup.com","","Air-defence, naval combat systems and radars."
"thales_lai","Land & Air Systems","","thalesgroup.com","","Sensors, optronics, air-traffic and battlefield systems."
"thales_space","Space (Thales Alenia Space)","","thalesaleniaspace.com","","Satellites and space systems (JV with Leonardo)."
"thales_cyber","Cyber & Digital","","thalesgroup.com","","Cybersecurity, secure comms and digital identity."
"rheinmetall","Rheinmetall","","rheinmetall.com","","German land-systems and munitions champion; vehicles, weapons and ammunition."
"kmw","KNDS (KMW + Nexter)","","knds.com","","Franco-German land-systems group (Leopard 2, Leclerc, artillery)."
"saab_grp","Saab AB","","saab.com","","Swedish group — Gripen combat air, sensors, and naval (Kockums submarines)."
"mbda_grp","MBDA","","mbda-systems.com","","European complex-weapons champion (BAE, Airbus, Leonardo JV)."
"kongsberg","Kongsberg Defence & Aerospace","","kongsberg.com","","Missiles (NSM/JSM), remote weapon stations and maritime systems."
"ca_dnd","Department of National Defence (DND / CAF)","ca_grp","canada.ca","","Canada's defence department and armed forces."
"ca_ideas","Defence IDEaS","ca_grp","canada.ca","","Innovation for Defence Excellence and Security — Canada's flagship programme (Competitive Projects, Sandboxes, Contests, Test Drives); funding now up to CA$6.75M phased."
"ca_borealis","BOREALIS","ca_grp","canada.ca","","Canada's new defence innovation accelerator — Bureau of Research, Engineering and Advanced Leadership in Innovation and Science; scales innovation under the Defence Industrial Strategy."
"ca_dish","Defence Innovation Secure Hubs (DISH)","ca_grp","canada.ca","","Growing network of secure hubs (Maritime, Uncrewed Systems) linking government, industry, academia and operators."
"ca_drdc","Defence Research & Development Canada (DRDC)","ca_grp","canada.ca","","The national defence science agency and its research centres; leads NORAD-modernisation S&T."
"ca_pspc","Public Services & Procurement Canada (PSPC)","ca_grp","canada.ca","","Federal procurement authority; posts opportunities on CanadaBuys."
"ca_ised","ISED / Industrial & Technological Benefits","ca_grp","ised-isde.canada.ca","","Runs the ITB policy that ties major contracts to domestic industrial benefit."
"ca_dia","Defence Investment Agency (DIA)","ca_grp","canada.ca","","New agency (established 2025 within PSPC) consolidating major defence procurement to speed up acquisition."
"ca_gdls","General Dynamics Land Systems–Canada","ca_grp","gdlscanada.com","","Light armoured vehicles (LAV family) — a major Canadian defence exporter."
"ca_irving","Irving Shipbuilding","ca_grp","irvingshipbuilding.com","","Canada's combatant shipbuilder — the Type 26-derived River-class destroyers."
"ca_seaspan","Seaspan Shipyards","ca_grp","seaspan.com","","Non-combat federal shipbuilding under the National Shipbuilding Strategy."
"ca_cae","CAE Defence & Security","ca_grp","cae.com","","Simulation, training and mission systems (global leader)."
"ca_bombardier","Bombardier Defense","ca_grp","bombardier.com","","Specialised military and ISR aircraft platforms."
"au_defence","Department of Defence","au_grp","defence.gov.au","","Australia's defence department and the ADF."
"au_asca","Advanced Strategic Capabilities Accelerator (ASCA)","au_grp","asca.gov.au","","Australia's DARPA-modelled defence accelerator; mission-led, need-to-project pipeline with a path to acquisition. Runs the EDT program and AUKUS innovation challenges."
"au_dstg","Defence Science & Technology Group (DSTG)","au_grp","dst.defence.gov.au","","Australia's national defence science organisation; partners CSIRO and universities."
"au_casg","Capability Acquisition & Sustainment Group (CASG)","au_grp","defence.gov.au","","Australian defence procurement and sustainment. Merging with GWEO and Naval Shipbuilding into the new Defence Delivery Agency (forming from July 2026, led by an Australian National Armaments Director)."
"au_asa","Australian Submarine Agency (ASA)","au_grp","asa.gov.au","","Delivers Australia's AUKUS conventionally-armed, nuclear-powered submarine programme."
"au_gweo","Guided Weapons & Explosive Ordnance (GWEO)","au_grp","defence.gov.au","","Building a sovereign Australian guided-weapons manufacturing enterprise; folding into the Defence Delivery Agency from 2026."
"au_dsr","Australian defence primes & SMEs","au_grp","industry.gov.au","","Sovereign industrial base engaged via ASCA challenges."
"au_bae","BAE Systems Australia","au_grp","baesystems.com","","Australia's largest defence company — Hunter-class frigates, combat systems and sustainment."
"au_thales","Thales Australia","au_grp","thalesgroup.com.au","","Bushmaster and Hawkei protected vehicles, munitions (Benalla, Mulwala) and sonar."
"au_asc","ASC","au_grp","asc.com.au","","Submarine sustainment and build partner central to the AUKUS submarine enterprise."
"au_anduril","Anduril Australia","au_grp","anduril.com","","Autonomous systems including the Ghost Shark extra-large uncrewed submarine."
"au_gilmour","Gilmour Space","au_grp","gspacetech.com","","Australian sovereign launch and satellite technology."
"au_droneshield","DroneShield","au_grp","droneshield.com","","Counter-UAS detection and defeat systems."
"au_electrooptic","Electro Optic Systems (EOS)","au_grp","eos-aus.com","","Remote weapon systems, directed energy and space sensors."
"nz_nzdf","NZ Defence Force (NZDF)","nz_grp","nzdf.mil.nz","","New Zealand's armed forces; defines capability requirements with the Ministry of Defence."
"nz_mod","Ministry of Defence — Capability Delivery","nz_grp","defence.govt.nz","","Runs NZ's major capability procurement (projects over NZ$25m) across maritime, land, air and information domains."
"nz_dcp","2025 Defence Capability Plan","nz_grp","defence.govt.nz","","NZ$12bn plan (NZ$9bn new) over four years, lifting spending above 2% of GDP, with an updated industry-engagement approach."
"nz_dta","Defence Technology Agency (DTA)","nz_grp","nzdf.mil.nz","","NZDF's science and technology organisation — research, analysis and dual-use innovation."
"nz_industry","NZ Defence Industry Association (NZDIA)","nz_grp","nzdia.co.nz","","Association of NZ SMEs in ISR, communications, maritime and dual-use technology."
"kr_dapa","DAPA","pt_kr","dapa.go.kr","","Defense Acquisition Program Administration — South Korea's central procurement agency."
"kr_add","Agency for Defense Development (ADD)","pt_kr","add.re.kr","","South Korea's national defence research agency; leads indigenous weapons development."
"kr_hanwha","Hanwha Aerospace","pt_kr","hanwha.com","","Aerospace, land systems (K9 howitzer) and missiles; a leading Korean exporter."
"kr_kai","Korea Aerospace Industries (KAI)","pt_kr","koreaaero.com","","Aircraft prime — FA-50, KF-21 fighter and rotary-wing."
"kr_lignex1","LIG Nex1","pt_kr","lignex1.com","","Missiles, air defence (KM-SAM/L-SAM) and electronic warfare."
"kr_rotem","Hyundai Rotem","pt_kr","hyundai-rotem.com","","Land systems — the K2 Black Panther main battle tank."
"kr_hanwhaocean","Hanwha Ocean","pt_kr","hanwhaocean.com","","Naval shipbuilding and submarines (formerly DSME)."
"kr_hyundaihi","HD Hyundai Heavy Industries","pt_kr","hyundai-holdings.com","","Naval surface combatants and shipbuilding."
"kr_poongsan","Poongsan","pt_kr","poongsan.co.kr","","Ammunition and munitions manufacturing."
"kr_hanwhasystems","Hanwha Systems","pt_kr","hanwhasystems.com","","Defence electronics, radar, C4ISR and satellite systems."
"kr_wia","Hyundai WIA","pt_kr","hyundai-wia.com","","Artillery systems, guns and defence machinery."
"jp_atla","ATLA","pt_jp","mod.go.jp","","Acquisition, Technology & Logistics Agency — Japan's defence procurement and R&D agency."
"jp_mhi","Mitsubishi Heavy Industries (MHI)","pt_jp","mhi.com","","Japan's largest defence prime — aircraft, naval vessels, missiles and the GCAP combat-air programme."
"jp_kawasaki","Kawasaki Heavy Industries","pt_jp","khi.co.jp","","Aircraft (P-1, C-2), submarines and defence systems."
"jp_melco","Mitsubishi Electric","pt_jp","mitsubishielectric.com","","Radar, missiles and space/defence electronics."
"jp_ihi","IHI Corporation","pt_jp","ihi.co.jp","","Aero-engines and propulsion, including for GCAP."
"jp_nec","NEC (defence & space)","pt_jp","nec.com","","C4ISR, radar, cyber and satellite systems for the Japan Self-Defense Forces."
"jp_fujitsu","Fujitsu (defence)","pt_jp","fujitsu.com","","Networks, cyber, HPC and systems for defence and security."
"jp_shinmaywa","ShinMaywa Industries","pt_jp","shinmaywa.co.jp","","The US-2 amphibious search-and-rescue aircraft."
"il_mafat","DDR&D (MAFAT)","pt_il","mod.gov.il","","Directorate of Defense R&D within the Israeli MoD; drives national defence innovation and manages major programmes."
"il_sibat","SIBAT — Defense Export & Cooperation","pt_il","mod.gov.il","","The MoD's international defence cooperation and export directorate."
"il_rafael","Rafael","pt_il","rafael.co.il","","State-owned prime — Iron Dome, David's Sling, Spike missiles, Trophy active protection and the Iron Beam laser."
"il_iai","Israel Aerospace Industries (IAI)","pt_il","iai.co.il","","Aerospace and systems prime — UAS, ELTA radar, Arrow and Barak missile defence, and space."
"il_elbit","Elbit Systems","pt_il","elbitsystems.com","","Israel's largest (private) defence firm — land, air, C4ISR, electro-optics and munitions (absorbed IMI)."
"il_shipyards","Israel Shipyards","pt_il","israel-shipyards.com","","Naval vessels — Sa'ar-class missile boats and patrol craft."
"il_uvision","UVision","pt_il","uvisionuav.com","","Loitering munitions (the Hero family), now supplied to the US Army."
"il_smartshooter","SmartShooter","pt_il","smart-shooter.com","","Precision fire-control and counter-UAS small-arms sights."
"il_plasan","Plasan","pt_il","plasan.com","","Vehicle armour, survivability and protected platforms."
"il_innofense","INNOFENSE / iHLS","pt_il","ihls.com","","Israeli defence-tech innovation and homeland-security start-up ecosystem."
"aukus","AUKUS","b_multi","","","UK–US–Australia partnership: submarines (Pillar 1) and advanced capabilities (Pillar 2)."
"gcap","GCAP / GIGO","b_multi","","","Trilateral (UK, Italy, Japan) government organisation for the next-generation combat aircraft; delivered via Edgewing."
"fiveeyes","Five Eyes","b_multi","","","Intelligence and capability collaboration (UK, US, Canada, Australia, New Zealand)."
"ttcp","TTCP","b_multi","","","The Technical Cooperation Program — Five Eyes defence science and technology collaboration."
"dijc","Defence Industrial Joint Council (DIJC)","b_trade","","","MOD's main strategic engagement mechanism with the whole industrial base; replaced the DSF."
"dosbg","Defence Office for Small Business Growth (DOSBG)","b_trade","gov.uk","","The MOD's single front door for SMEs — guidance on accessing the defence supply chain, contracting and growth pathways."
"smehub","MOD SME Support Hub","b_trade","gov.uk","","Dedicated support helping small firms access defence supply-chain opportunities (from 2025, alongside new SME spend targets)."
